Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean UMI Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000260179,RP5-902P8.12,0.0,-0.5467642983400971,1.0,0.0,-0.1773009965356156,1.0,0.00098791569073592052,2.8518656791348054,0.48910479964915088
ENSG00000160087,UBE2J2,0.17102378741224422,-0.24391694501843997,0.62952092746167443,0.17734868632591841,-0.14323916046198182,0.81496356530323,0.24500309130250827,0.49671804894658589,0.30806734611407011
ENSG00000162572,SCNN1D,0.00050748898341912234,-1.3541192203977008,0.47681487430778324,0.0029656970957511438,1.8226990034643844,0.24271736705401115,0.00098791569073592052,0.044510757077201646,1.0
ENSG00000131584,ACAP3,0.027404405104632604,-1.0415289900896747,0.015202049395082505,0.067024754363975855,1.0706265169079709,0.0060536588588788508,0.04050454332017274,-0.14813432086519374,1.0
ENSG00000169972,PUSL1,0.035016739855919438,-0.47276371689632057,0.34259198223992798,0.043892317017116926,0.051517693960265731,1.0,0.057299110062683387,0.56458372705433479,0.34969981669362954
ENSG00000127054,CPSF3L,0.14615682722470721,-0.57396243966987903,0.11994618156042992,0.19099089296637367,0.041745396920842115,0.98582011493341926,0.26278557373575484,0.65753304100362997,0.13358625122124296
ENSG00000224051,CPTP,0.04415154155746364,-0.27715723858281738,0.62952092746167443,0.036774643987314184,-0.61787358792159619,0.17523319099328113,0.081997002331081398,1.0153644114176852,0.026762224354311678
ENSG00000169962,TAS1R3,0.0010149779668382447,2.038198202381059,0.35873208526183914,0.0,-0.76226349725677167,0.72275303675650759,0.0,0.2669031784136493,1.0
ENSG00000107404,DVL1,0.0040599118673529788,-1.0772790150388767,0.22336302993233373,0.013049067221305033,1.7612984588002423,0.0093905792472673156,0.0029637470722077616,-1.1023306312520695,0.48910479964915088
ENSG00000162576,MXRA8,0.0040599118673529788,1.6231607031022151,0.18388004442892239,0.0,-2.7622634972567708,0.039233896115095063,0.0029637470722077616,0.68194067769249322,0.97890466459698788
ENSG00000175756,AURKAIP1,0.36082466721099599,-0.95367391673554069,0.002657077088040864,0.75684589883569187,0.77164446688843236,0.013466810560034827,0.60361648703964743,0.15215148026517111,0.84272231442161472
ENSG00000221978,CCNL2,0.094392950915956744,-0.23348951521216277,0.65300983003036628,0.10617195602789095,0.047765559099158583,0.98390107431713836,0.11953779857904638,0.2669031784136493,0.6811189839259022
ENSG00000242485,MRPL20,0.29079118749915706,-0.61667480278173326,0.077157335888984629,0.48459490544573691,0.59026341563238338,0.071263056410038605,0.38232337231480124,0.0098718167796940648,1.0
ENSG00000272455,RP4-758J18.13,0.00050748898341912234,0.4532357016599029,1.0,0.00059313941915022875,0.8226990034643844,1.0,0.0,0.2669031784136493,1.0
ENSG00000235098,ANKRD65,0.0010149779668382447,-1.5467642983400962,0.1668485516249994,0.0029656970957511438,0.23773650274322833,1.0,0.0059274941444155231,1.6592206011924091,0.19698753039101399
ENSG00000215915,ATAD3C,0.0010149779668382447,-0.96180179761894102,0.56299969960364771,0.0,-2.4992290914229773,0.096237486254739407,0.0069154098351514436,3.2669031784136493,0.0079464839286382764
ENSG00000160072,ATAD3B,0.032986783922242947,-0.010164819180340068,1.0,0.03796092282561464,0.3215048604358266,0.55852055893499031,0.025685807959133933,-0.41561463173018076,0.69747490996210926
ENSG00000197785,ATAD3A,0.032986783922242947,-0.51359743440489858,0.3063389958884899,0.042112898759666242,0.050109499567457583,1.0,0.056311194371947468,0.6118145913018509,0.30519898039345894
ENSG00000205090,TMEM240,0.0,-0.5467642983400971,1.0,0.00059313941915022875,1.8226990034643844,0.54107442072756584,0.0,0.85186567913480538,1.0
ENSG00000160075,SSU72,0.63639118520757942,0.082260065950065964,0.91602735237541277,0.58839430379702695,-0.10199989716326741,0.87497940831919918,0.62238688516362994,0.019577464937447164,1.0
ENSG00000215014,RP5-832C2.5,0.010657268651801569,0.38910536424018716,0.73665865905999994,0.0053382547723520588,-0.98465591859321844,0.25924954146206564,0.012842903979566967,0.70502429080553419,0.51498787811849112
ENSG00000228594,C1orf233,0.0035524228839338562,-2.1013531500177347,0.0015806757941676365,0.025504995023459837,2.8226990034643853,5.8584998402164817e-07,0.0029637470722077616,-1.8205596628366898,0.075400833198250833
ENSG00000272106,RP11-345P4.9,0.031971805955404706,0.1678334827976542,0.82370636970454003,0.035588365149013729,0.41358633814264678,0.43426194585932265,0.016794566742510647,-0.93240562980975739,0.20373748202417977
ENSG00000197530,MIB2,0.14209691535735425,-0.077673895304346985,0.96364233094765517,0.054568826561821049,-1.8524613062283488,1.4720702052806453e-07,0.30921761120034308,1.6034546077711946,2.9008283141596393e-06
ENSG00000189409,MMP23B,0.0060898678010294681,-3.2725893349011028,1.0227849015898401e-11,0.0035588365149013725,-3.8456795054444077,2.8583739716644163e-12,0.16300608897142688,4.9789775970381447,2.1973247284209766e-31
ENSG00000248333,CDK11B,0.13296211365581004,-0.40569076505330637,0.33576773892816719,0.16785845561951473,0.13955610880432578,0.7641835724043714,0.19066772831203266,0.35902138040208031,0.51463830731324234
ENSG00000272004,RP11-345P4.10,0.0010149779668382447,-1.1317267990612532,0.47681487430778324,0.00059313941915022875,-1.4992290914229773,0.29367176519499427,0.0069154098351514436,2.8518656791348054,0.032314035642060167
ENSG00000189339,SLC35E2B,0.10961762041853042,0.20355967868112801,0.69047316635843647,0.081260100423581338,-0.46538132093930429,0.28266585655944693,0.11854988288831046,0.3031233663264028,0.62938794003840681
ENSG00000008128,CDK11A,0.3212405265043044,-0.068148003286748526,0.97861129423344351,0.29241773364106277,-0.26510737750442193,0.55113932205107397,0.41097292734614294,0.41749745240724789,0.40884531047534295
ENSG00000215790,SLC35E2,0.02841938307147085,0.50476600229998514,0.35873208526183914,0.01482848547875572,-0.90312603309661998,0.087656767390868071,0.028649555031341693,0.40120427012524029,0.65693672888233612
ENSG00000008130,NADK,0.053793832242426967,-2.1113590013672914,2.8624821262297391e-10,0.30546680086236783,2.0265713368300355,1.3245309362634151e-11,0.11558613581610269,-0.54626204163395586,0.41442089758991918
ENSG00000078369,GNB1,0.079675770396802209,-1.9759988718489572,9.9444650643560282e-10,0.38435434360934823,1.6729205751338492,1.2731875679123706e-08,0.19955896952865593,-0.13743443220798568,1.0
ENSG00000231050,RP1-140A9.1,0.0020299559336764894,0.77516379654726464,0.68724377926621083,0.0011862788383004575,-0.1773009965356156,1.0,0.00098791569073592052,0.044510757077201646,1.0
ENSG00000178821,TMEM52,0.00050748898341912234,1.4532357016599029,0.62952092746167443,0.0,-0.1773009965356156,1.0,0.0,0.85186567913480538,1.0
ENSG00000067606,PRKCZ,0.039584140706691542,1.2334544937799929,0.0074565606777477807,0.0077108124489529738,-2.1643619408281163,3.8177352356020118e-05,0.031613302103549457,0.37269784243624571,0.68057096666147288
ENSG00000271806,RP5-892K4.1,0.0,-0.5467642983400971,1.0,0.00059313941915022875,1.8226990034643844,0.54107442072756584,0.0,0.85186567913480538,1.0
ENSG00000182873,RP11-181G12.2,0.0,-0.5467642983400971,1.0,0.00059313941915022875,1.8226990034643844,0.54107442072756584,0.0,0.85186567913480538,1.0
ENSG00000162585,FAAP20,0.31870308158720884,-0.33465647926516962,0.4273223172769286,0.39087887722000075,0.14599393411565353,0.73355974253613287,0.42085208425350212,0.25904106064067856,0.66177869596984595
ENSG00000157933,SKI,0.021822026287022258,-1.0531169643648877,0.022396984995528561,0.058127663076722416,1.3227726065990284,0.00099489506685935592,0.025685807959133933,-0.54299393820640862,0.54379272032791659
ENSG00000116151,MORN1,0.0076123347512868349,0.2053081882163168,0.93691705511185874,0.00474511535320183,-0.70781571323439518,0.4998656832932033,0.0098791569073592052,0.72633479705094661,0.59314224206381194
ENSG00000157916,RER1,0.18878590183191349,-1.0065474936919134,0.0018630308434416775,0.37071213696889299,0.51839324647215634,0.12736114594325476,0.39516627629436818,0.53642810025246512,0.23946631726377529
ENSG00000157911,PEX10,0.063436122927390287,0.36442643470204672,0.45081842249387599,0.046264874693717845,-0.37336613544171726,0.47431213789107862,0.054335362990475623,-0.013204740779086066,1.0
ENSG00000149527,PLCH2,0.011672246618639814,0.39434201260633372,0.71447643815838036,0.00059313941915022875,-3.7318898482132523,5.7008589467579424e-05,0.02272206088692617,1.7929719900812371,0.015581489772207503
ENSG00000229393,RP3-395M20.3,0.0,-0.5467642983400971,1.0,0.00059313941915022875,1.8226990034643844,0.54107442072756584,0.0,0.85186567913480538,1.0
ENSG00000157881,PANK4,0.021314537303603137,0.072145534304397074,1.0,0.016014764317056177,-0.51969319398269231,0.40727055076331842,0.027661639340605775,0.58056365731741089,0.4736361513595449
ENSG00000197921,HES5,0.0,-0.5467642983400971,1.0,0.00059313941915022875,1.8226990034643844,0.54107442072756584,0.0,0.85186567913480538,1.0
ENSG00000272449,RP3-395M20.12,0.043644052574044516,-0.39844155138299531,0.43706427971616113,0.05219626888522013,0.022308029156545395,1.0,0.067178266970042588,0.50917902408064508,0.40931276326454258
ENSG00000238164,RP3-395M20.8,0.014209691535735425,-0.010711398099886971,1.0,0.0053382547723520588,-1.7380159510100937,0.0041619447839775989,0.029637470722077616,1.5581344760780951,0.0095929633508627585
ENSG00000157873,TNFRSF14,0.53337092157349753,0.04817514835095249,1.0,0.51425187640324832,-0.038716708881645467,1.0,0.51865573763635819,-0.01535432776827228,1.0
ENSG00000228037,RP3-395M20.9,0.00050748898341912234,0.4532357016599029,1.0,0.0,-0.76226349725677167,0.72275303675650759,0.00098791569073592052,1.8518656791348054,0.6811189839259022
ENSG00000157870,FAM213B,0.020299559336764892,0.60133434064903657,0.34280761241085039,0.0088970912872534322,-1.1314973069224896,0.049030321033907198,0.020746229505454329,0.50394237571449896,0.61961843809065487
ENSG00000142606,MMEL1,0.005074889834191223,1.3277048195760432,0.1998485004375336,0.0029656970957511438,-0.051770114451755944,1.0,0.0,-2.1481343208651946,0.23573393085447356
ENSG00000215912,TTC34,0.001522466950257367,1.4532357016599029,0.55036854407132185,0.00059313941915022875,-0.1773009965356156,1.0,0.0,-0.47006241575255636,0.87607525248876394
ENSG00000162591,MEGF6,0.026896916121213484,2.3012326082148533,1.5564280553964502e-05,0.002372557676600915,-2.855372901648253,2.8813797914475615e-05,0.0098791569073592052,-0.54668369735546918,0.67208136228800985
ENSG00000238260,RP11-46F15.2,0.001522466950257367,2.4532357016599029,0.1903991178580797,0.0,-1.1773009965356156,0.73205448458396472,0.0,-0.14813432086519462,1.0
ENSG00000158109,TPRG1L,0.026389427137794359,-0.15869384666152264,0.89330163376452043,0.026691273861760293,-0.11317065911589896,0.94927931506226915,0.034577049175757213,0.40708083646190918,0.61982019815747635
ENSG00000116213,WRAP73,0.056838766142941699,-0.30401416396065839,0.56829826428221708,0.055755105400121505,-0.31480452028554984,0.54107442072756584,0.09483990631064837,0.75829156382260754,0.11983483613915459
ENSG00000078900,TP73,0.00050748898341912234,1.4532357016599029,0.62952092746167443,0.0,-0.1773009965356156,1.0,0.0,0.85186567913480538,1.0
ENSG00000227372,TP73-AS1,0.030956827988566461,0.79272216793157035,0.10518592578235454,0.01482848547875572,-0.8862522145322238,0.085878299078108414,0.02272206088692617,-0.0061153159927664902,1.0
ENSG00000235169,SMIM1,0.030956827988566461,1.6000770899891741,0.0014890748344902156,0.01008337012555389,-1.1773009965356147,0.049522270336159531,0.0098791569073592052,-0.99248345040500041,0.30354672619420636
ENSG00000130764,LRRC47,0.067496034794743268,-0.71429478464202711,0.060717881499530911,0.10854451370449186,0.37471740557062638,0.35678527495803092,0.11558613581610269,0.42616969835723939,0.46852561932229875
ENSG00000116198,CEP104,0.036031717822757686,-0.39920710992623931,0.45486181713145774,0.037367783406464412,-0.28582545331378384,0.62653263414091398,0.065202435588570751,0.84113927254174703,0.10170839173788547
ENSG00000169598,DFFB,0.01725462543625016,0.37306535297591914,0.61989136949243961,0.01008337012555389,-0.76226349725677167,0.22823486838402754,0.018770398123982488,0.47335405588107626,0.65719146279595209
ENSG00000198912,C1orf174,0.043644052574044516,-1.0868143771856786,0.0031535830173381059,0.084225797519332485,0.36051852078639834,0.41149356438309692,0.10867072598095125,0.8070777573879675,0.082849995409486552
ENSG00000236423,LINC01134,0.00050748898341912234,-0.5467642983400971,0.83045364126865562,0.0017794182574506863,1.8226990034643844,0.27905385434053376,0.0,-0.47006241575255636,0.87607525248876394
ENSG00000196581,AJAP1,0.0,-1.1317267990612532,0.71447643815838036,0.00059313941915022875,0.8226990034643844,1.0,0.00098791569073592052,1.8518656791348054,0.6811189839259022
ENSG00000236948,RP11-154H17.1,0.00050748898341912234,0.4532357016599029,1.0,0.0,-0.76226349725677167,0.72275303675650759,0.00098791569073592052,1.8518656791348054,0.6811189839259022
