Gene ID,Gene Name,Cluster 1 Mean UMI Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean UMI Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000007944,MYLIP,0.25645377817773612,1.1842729814172102,0.00062344618949836486,0.11240658245849564,-1.1842729814172102,0.00062344618949836486
ENSG00000137198,GMPR,0.010685574090739005,-4.2634645062354553,1.892362012134592e-19,0.21196669835030607,4.2634645062354553,1.9686376402628575e-19
ENSG00000282024,RP3-467D16.3,0.00038162764609782162,0.24924190544419034,1.0,0.0,-0.24924190544419034,1.0
ENSG00000124788,ATXN1,0.057244146914673243,-0.33253231764591851,0.49983178454796523,0.071940212773437207,0.33253231764591851,0.49983178454796523
ENSG00000229931,RP1-151F17.1,0.0099223187985433611,3.0041294076076586,0.0014516125884635011,0.0006423233283342608,-3.0041294076076586,0.0014516125884635011
ENSG00000272341,RP1-151F17.2,0.0015265105843912865,-0.42882999966844793,0.88912921769905651,0.0019269699850027824,0.42882999966844793,0.88912921769905617
ENSG00000137414,FAM8A1,0.043505551655151666,-0.67345236838836087,0.10472281195080435,0.069370919460100169,0.67345236838836087,0.10472281195080435
ENSG00000124789,NUP153,0.064113444544434031,0.20717784587764632,0.73083206506092413,0.05523980623674643,-0.20717784587764632,0.73083206506092413
ENSG00000272269,RP11-500C11.3,0.014883478197815042,1.4012449988892399,0.043457451828115008,0.0051385866266740864,-1.4012449988892399,0.043457451828115008
ENSG00000137177,KIF13A,0.0049611593992716805,-4.0202187695490359,1.4769341773866108e-18,0.086071325996790946,4.0202187695490359,1.5349565914982276e-18
ENSG00000187566,NHLRC1,0.00038162764609782162,-1.7507580945558097,0.29976879384177818,0.0019269699850027824,1.7507580945558097,0.29976879384177824
ENSG00000137364,TPMT,0.063731816898336208,-0.73348010312397438,0.0484973955488016,0.10598334917515304,0.73348010312397438,0.0484973955488016
ENSG00000165097,KDM1B,0.022134403473673653,-2.78100438142393,7.3581715646876081e-16,0.15415759880022259,2.78100438142393,7.6607101899611075e-16
ENSG00000124795,DEK,0.49039152523570079,-0.64729060417136441,0.047816802963925369,0.76821870068777587,0.64729060417136441,0.047816802963925056
